Dataset Mhist
    Number of datapoints: 2175
    Root Location: /data/datasets/mhist_dataset
    Transforms (if any): Compose(
                             ToTensor()
                             Normalize(mean=(0.5071, 0.4866, 0.4409), std=(0.267, 0.256, 0.276))
                         )

Dataset Mhist
    Number of datapoints: 977
    Root Location: /data/datasets/mhist_dataset
    Transforms (if any): Compose(
                             ToTensor()
                             Normalize(mean=(0.5071, 0.4866, 0.4409), std=(0.267, 0.256, 0.276))
                         )

********** Fine-tuning teacher model**********
Evaluation at Epoch 0/150, train_(loss, auc, f1, acc) = 0.477, 0.583, 0.297, 0.75, test_(loss, auc, f1, acc) = 0.537, 0.569, 0.266, 0.68
Evaluation at Epoch 9/150, train_(loss, auc, f1, acc) = 0.344, 0.819, 0.741, 0.85, test_(loss, auc, f1, acc) = 0.464, 0.748, 0.682, 0.77
Evaluation at Epoch 10/150, train_(loss, auc, f1, acc) = 0.334, 0.798, 0.725, 0.85, test_(loss, auc, f1, acc) = 0.472, 0.733, 0.655, 0.77
Evaluation at Epoch 11/150, train_(loss, auc, f1, acc) = 0.331, 0.813, 0.741, 0.86, test_(loss, auc, f1, acc) = 0.467, 0.746, 0.676, 0.77
Evaluation at Epoch 12/150, train_(loss, auc, f1, acc) = 0.333, 0.776, 0.697, 0.85, test_(loss, auc, f1, acc) = 0.490, 0.718, 0.627, 0.77
Evaluation at Epoch 13/150, train_(loss, auc, f1, acc) = 0.325, 0.800, 0.729, 0.86, test_(loss, auc, f1, acc) = 0.476, 0.736, 0.660, 0.77
Evaluation at Epoch 14/150, train_(loss, auc, f1, acc) = 0.322, 0.809, 0.739, 0.86, test_(loss, auc, f1, acc) = 0.476, 0.738, 0.665, 0.77
Evaluation at Epoch 15/150, train_(loss, auc, f1, acc) = 0.321, 0.798, 0.726, 0.86, test_(loss, auc, f1, acc) = 0.484, 0.719, 0.635, 0.76
Evaluation at Epoch 16/150, train_(loss, auc, f1, acc) = 0.319, 0.820, 0.748, 0.86, test_(loss, auc, f1, acc) = 0.473, 0.751, 0.684, 0.78
Evaluation at Epoch 17/150, train_(loss, auc, f1, acc) = 0.316, 0.820, 0.750, 0.86, test_(loss, auc, f1, acc) = 0.478, 0.744, 0.673, 0.77
Evaluation at Epoch 18/150, train_(loss, auc, f1, acc) = 0.319, 0.837, 0.767, 0.86, test_(loss, auc, f1, acc) = 0.475, 0.752, 0.685, 0.77
Evaluation at Epoch 19/150, train_(loss, auc, f1, acc) = 0.313, 0.802, 0.732, 0.86, test_(loss, auc, f1, acc) = 0.489, 0.723, 0.641, 0.76
Evaluation at Epoch 20/150, train_(loss, auc, f1, acc) = 0.316, 0.791, 0.720, 0.86, test_(loss, auc, f1, acc) = 0.498, 0.711, 0.616, 0.76
Evaluation at Epoch 21/150, train_(loss, auc, f1, acc) = 0.356, 0.855, 0.765, 0.84, test_(loss, auc, f1, acc) = 0.507, 0.760, 0.702, 0.75
Evaluation at Epoch 22/150, train_(loss, auc, f1, acc) = 0.311, 0.798, 0.729, 0.86, test_(loss, auc, f1, acc) = 0.504, 0.708, 0.612, 0.76
Evaluation at Epoch 23/150, train_(loss, auc, f1, acc) = 0.305, 0.817, 0.751, 0.87, test_(loss, auc, f1, acc) = 0.487, 0.729, 0.649, 0.76
Evaluation at Epoch 24/150, train_(loss, auc, f1, acc) = 0.321, 0.771, 0.695, 0.85, test_(loss, auc, f1, acc) = 0.530, 0.706, 0.602, 0.76
Evaluation at Epoch 25/150, train_(loss, auc, f1, acc) = 0.321, 0.772, 0.697, 0.86, test_(loss, auc, f1, acc) = 0.533, 0.703, 0.596, 0.76
Evaluation at Epoch 26/150, train_(loss, auc, f1, acc) = 0.304, 0.807, 0.742, 0.87, test_(loss, auc, f1, acc) = 0.506, 0.712, 0.619, 0.76
Evaluation at Epoch 27/150, train_(loss, auc, f1, acc) = 0.304, 0.848, 0.780, 0.87, test_(loss, auc, f1, acc) = 0.484, 0.755, 0.690, 0.77
Evaluation at Epoch 28/150, train_(loss, auc, f1, acc) = 0.297, 0.822, 0.760, 0.87, test_(loss, auc, f1, acc) = 0.497, 0.728, 0.648, 0.77
Evaluation at Epoch 29/150, train_(loss, auc, f1, acc) = 0.311, 0.850, 0.777, 0.86, test_(loss, auc, f1, acc) = 0.490, 0.758, 0.695, 0.77
Evaluation at Epoch 30/150, train_(loss, auc, f1, acc) = 0.308, 0.794, 0.729, 0.87, test_(loss, auc, f1, acc) = 0.532, 0.699, 0.595, 0.75
Evaluation at Epoch 31/150, train_(loss, auc, f1, acc) = 0.295, 0.842, 0.778, 0.87, test_(loss, auc, f1, acc) = 0.487, 0.756, 0.691, 0.78
Evaluation at Epoch 32/150, train_(loss, auc, f1, acc) = 0.293, 0.823, 0.762, 0.87, test_(loss, auc, f1, acc) = 0.502, 0.730, 0.650, 0.77
Evaluation at Epoch 33/150, train_(loss, auc, f1, acc) = 0.294, 0.843, 0.777, 0.87, test_(loss, auc, f1, acc) = 0.489, 0.754, 0.688, 0.78
Evaluation at Epoch 34/150, train_(loss, auc, f1, acc) = 0.289, 0.836, 0.775, 0.87, test_(loss, auc, f1, acc) = 0.494, 0.739, 0.665, 0.77
Evaluation at Epoch 35/150, train_(loss, auc, f1, acc) = 0.295, 0.805, 0.741, 0.87, test_(loss, auc, f1, acc) = 0.517, 0.715, 0.623, 0.76
Evaluation at Epoch 36/150, train_(loss, auc, f1, acc) = 0.288, 0.840, 0.778, 0.87, test_(loss, auc, f1, acc) = 0.491, 0.745, 0.675, 0.77
Evaluation at Epoch 37/150, train_(loss, auc, f1, acc) = 0.297, 0.799, 0.735, 0.87, test_(loss, auc, f1, acc) = 0.528, 0.711, 0.616, 0.76
Evaluation at Epoch 38/150, train_(loss, auc, f1, acc) = 0.286, 0.842, 0.779, 0.87, test_(loss, auc, f1, acc) = 0.494, 0.739, 0.668, 0.77
Evaluation at Epoch 39/150, train_(loss, auc, f1, acc) = 0.293, 0.855, 0.789, 0.87, test_(loss, auc, f1, acc) = 0.495, 0.750, 0.685, 0.76
Evaluation at Epoch 40/150, train_(loss, auc, f1, acc) = 0.286, 0.821, 0.762, 0.87, test_(loss, auc, f1, acc) = 0.517, 0.719, 0.633, 0.76
Evaluation at Epoch 41/150, train_(loss, auc, f1, acc) = 0.300, 0.863, 0.792, 0.87, test_(loss, auc, f1, acc) = 0.501, 0.747, 0.683, 0.76
Evaluation at Epoch 42/150, train_(loss, auc, f1, acc) = 0.284, 0.847, 0.784, 0.88, test_(loss, auc, f1, acc) = 0.498, 0.744, 0.675, 0.77
Evaluation at Epoch 43/150, train_(loss, auc, f1, acc) = 0.313, 0.764, 0.685, 0.85, test_(loss, auc, f1, acc) = 0.577, 0.686, 0.564, 0.75
Evaluation at Epoch 44/150, train_(loss, auc, f1, acc) = 0.281, 0.846, 0.784, 0.88, test_(loss, auc, f1, acc) = 0.502, 0.740, 0.670, 0.77
Evaluation at Epoch 45/150, train_(loss, auc, f1, acc) = 0.281, 0.850, 0.789, 0.88, test_(loss, auc, f1, acc) = 0.500, 0.744, 0.675, 0.77
Evaluation at Epoch 46/150, train_(loss, auc, f1, acc) = 0.280, 0.852, 0.792, 0.88, test_(loss, auc, f1, acc) = 0.502, 0.738, 0.667, 0.76
Evaluation at Epoch 47/150, train_(loss, auc, f1, acc) = 0.312, 0.764, 0.685, 0.85, test_(loss, auc, f1, acc) = 0.578, 0.686, 0.563, 0.75
Evaluation at Epoch 48/150, train_(loss, auc, f1, acc) = 0.277, 0.839, 0.782, 0.88, test_(loss, auc, f1, acc) = 0.512, 0.729, 0.649, 0.76
Evaluation at Epoch 49/150, train_(loss, auc, f1, acc) = 0.278, 0.853, 0.792, 0.88, test_(loss, auc, f1, acc) = 0.502, 0.743, 0.673, 0.77
Evaluation at Epoch 50/150, train_(loss, auc, f1, acc) = 0.294, 0.868, 0.797, 0.87, test_(loss, auc, f1, acc) = 0.508, 0.750, 0.687, 0.76
Evaluation at Epoch 51/150, train_(loss, auc, f1, acc) = 0.278, 0.824, 0.766, 0.88, test_(loss, auc, f1, acc) = 0.525, 0.724, 0.639, 0.77
Evaluation at Epoch 52/150, train_(loss, auc, f1, acc) = 0.283, 0.860, 0.795, 0.88, test_(loss, auc, f1, acc) = 0.507, 0.745, 0.679, 0.76
Evaluation at Epoch 53/150, train_(loss, auc, f1, acc) = 0.283, 0.814, 0.755, 0.87, test_(loss, auc, f1, acc) = 0.536, 0.718, 0.627, 0.77
Evaluation at Epoch 54/150, train_(loss, auc, f1, acc) = 0.273, 0.850, 0.796, 0.89, test_(loss, auc, f1, acc) = 0.511, 0.731, 0.655, 0.76
Evaluation at Epoch 55/150, train_(loss, auc, f1, acc) = 0.277, 0.820, 0.762, 0.88, test_(loss, auc, f1, acc) = 0.531, 0.722, 0.635, 0.77
Evaluation at Epoch 56/150, train_(loss, auc, f1, acc) = 0.272, 0.854, 0.796, 0.88, test_(loss, auc, f1, acc) = 0.512, 0.738, 0.666, 0.77
Evaluation at Epoch 57/150, train_(loss, auc, f1, acc) = 0.271, 0.850, 0.795, 0.89, test_(loss, auc, f1, acc) = 0.518, 0.732, 0.655, 0.77
Evaluation at Epoch 58/150, train_(loss, auc, f1, acc) = 0.272, 0.834, 0.779, 0.88, test_(loss, auc, f1, acc) = 0.525, 0.725, 0.642, 0.77
Evaluation at Epoch 59/150, train_(loss, auc, f1, acc) = 0.287, 0.874, 0.805, 0.88, test_(loss, auc, f1, acc) = 0.515, 0.751, 0.687, 0.76
Evaluation at Epoch 60/150, train_(loss, auc, f1, acc) = 0.271, 0.857, 0.798, 0.88, test_(loss, auc, f1, acc) = 0.512, 0.746, 0.678, 0.77
Evaluation at Epoch 61/150, train_(loss, auc, f1, acc) = 0.270, 0.836, 0.781, 0.88, test_(loss, auc, f1, acc) = 0.525, 0.726, 0.644, 0.77
Evaluation at Epoch 62/150, train_(loss, auc, f1, acc) = 0.282, 0.809, 0.750, 0.87, test_(loss, auc, f1, acc) = 0.561, 0.709, 0.611, 0.76
Evaluation at Epoch 63/150, train_(loss, auc, f1, acc) = 0.268, 0.843, 0.789, 0.88, test_(loss, auc, f1, acc) = 0.533, 0.716, 0.629, 0.76
Evaluation at Epoch 64/150, train_(loss, auc, f1, acc) = 0.268, 0.843, 0.790, 0.89, test_(loss, auc, f1, acc) = 0.529, 0.721, 0.637, 0.76
Evaluation at Epoch 65/150, train_(loss, auc, f1, acc) = 0.266, 0.856, 0.803, 0.89, test_(loss, auc, f1, acc) = 0.522, 0.723, 0.642, 0.76
Evaluation at Epoch 66/150, train_(loss, auc, f1, acc) = 0.268, 0.862, 0.804, 0.89, test_(loss, auc, f1, acc) = 0.518, 0.741, 0.671, 0.76
Evaluation at Epoch 67/150, train_(loss, auc, f1, acc) = 0.269, 0.863, 0.804, 0.89, test_(loss, auc, f1, acc) = 0.517, 0.744, 0.676, 0.77
Evaluation at Epoch 68/150, train_(loss, auc, f1, acc) = 0.264, 0.856, 0.802, 0.89, test_(loss, auc, f1, acc) = 0.525, 0.726, 0.647, 0.76
Evaluation at Epoch 69/150, train_(loss, auc, f1, acc) = 0.264, 0.851, 0.799, 0.89, test_(loss, auc, f1, acc) = 0.531, 0.725, 0.643, 0.76
Evaluation at Epoch 70/150, train_(loss, auc, f1, acc) = 0.272, 0.874, 0.814, 0.89, test_(loss, auc, f1, acc) = 0.519, 0.752, 0.687, 0.77
Evaluation at Epoch 71/150, train_(loss, auc, f1, acc) = 0.263, 0.854, 0.802, 0.89, test_(loss, auc, f1, acc) = 0.531, 0.724, 0.642, 0.76
Evaluation at Epoch 72/150, train_(loss, auc, f1, acc) = 0.270, 0.825, 0.772, 0.88, test_(loss, auc, f1, acc) = 0.555, 0.717, 0.626, 0.77
Evaluation at Epoch 73/150, train_(loss, auc, f1, acc) = 0.264, 0.841, 0.788, 0.89, test_(loss, auc, f1, acc) = 0.539, 0.721, 0.635, 0.76
Evaluation at Epoch 74/150, train_(loss, auc, f1, acc) = 0.263, 0.841, 0.789, 0.89, test_(loss, auc, f1, acc) = 0.541, 0.721, 0.635, 0.76
Evaluation at Epoch 75/150, train_(loss, auc, f1, acc) = 0.261, 0.858, 0.803, 0.89, test_(loss, auc, f1, acc) = 0.526, 0.727, 0.650, 0.76
Evaluation at Epoch 76/150, train_(loss, auc, f1, acc) = 0.262, 0.857, 0.801, 0.89, test_(loss, auc, f1, acc) = 0.526, 0.732, 0.656, 0.76
Evaluation at Epoch 77/150, train_(loss, auc, f1, acc) = 0.261, 0.858, 0.806, 0.89, test_(loss, auc, f1, acc) = 0.530, 0.726, 0.645, 0.76
Evaluation at Epoch 78/150, train_(loss, auc, f1, acc) = 0.265, 0.868, 0.810, 0.89, test_(loss, auc, f1, acc) = 0.523, 0.746, 0.678, 0.77
Evaluation at Epoch 79/150, train_(loss, auc, f1, acc) = 0.262, 0.849, 0.797, 0.89, test_(loss, auc, f1, acc) = 0.536, 0.724, 0.642, 0.76
Evaluation at Epoch 80/150, train_(loss, auc, f1, acc) = 0.261, 0.856, 0.804, 0.89, test_(loss, auc, f1, acc) = 0.532, 0.724, 0.642, 0.76
Evaluation at Epoch 81/150, train_(loss, auc, f1, acc) = 0.261, 0.858, 0.805, 0.89, test_(loss, auc, f1, acc) = 0.530, 0.726, 0.645, 0.76
Evaluation at Epoch 82/150, train_(loss, auc, f1, acc) = 0.262, 0.846, 0.795, 0.89, test_(loss, auc, f1, acc) = 0.537, 0.722, 0.638, 0.76
Evaluation at Epoch 83/150, train_(loss, auc, f1, acc) = 0.261, 0.850, 0.798, 0.89, test_(loss, auc, f1, acc) = 0.535, 0.723, 0.640, 0.76
Evaluation at Epoch 84/150, train_(loss, auc, f1, acc) = 0.261, 0.857, 0.800, 0.89, test_(loss, auc, f1, acc) = 0.525, 0.729, 0.653, 0.76
Evaluation at Epoch 85/150, train_(loss, auc, f1, acc) = 0.263, 0.844, 0.794, 0.89, test_(loss, auc, f1, acc) = 0.542, 0.720, 0.635, 0.76
Evaluation at Epoch 86/150, train_(loss, auc, f1, acc) = 0.260, 0.858, 0.806, 0.89, test_(loss, auc, f1, acc) = 0.530, 0.726, 0.646, 0.76
Evaluation at Epoch 87/150, train_(loss, auc, f1, acc) = 0.261, 0.850, 0.799, 0.89, test_(loss, auc, f1, acc) = 0.535, 0.723, 0.640, 0.76
Evaluation at Epoch 88/150, train_(loss, auc, f1, acc) = 0.261, 0.851, 0.800, 0.89, test_(loss, auc, f1, acc) = 0.534, 0.722, 0.639, 0.76
Evaluation at Epoch 89/150, train_(loss, auc, f1, acc) = 0.265, 0.831, 0.778, 0.88, test_(loss, auc, f1, acc) = 0.547, 0.716, 0.627, 0.76
Evaluation at Epoch 90/150, train_(loss, auc, f1, acc) = 0.260, 0.859, 0.805, 0.89, test_(loss, auc, f1, acc) = 0.529, 0.725, 0.644, 0.76
Evaluation at Epoch 91/150, train_(loss, auc, f1, acc) = 0.261, 0.857, 0.800, 0.89, test_(loss, auc, f1, acc) = 0.526, 0.730, 0.654, 0.76
Evaluation at Epoch 92/150, train_(loss, auc, f1, acc) = 0.260, 0.853, 0.802, 0.89, test_(loss, auc, f1, acc) = 0.534, 0.723, 0.641, 0.76
Evaluation at Epoch 93/150, train_(loss, auc, f1, acc) = 0.261, 0.852, 0.800, 0.89, test_(loss, auc, f1, acc) = 0.535, 0.723, 0.640, 0.76
Evaluation at Epoch 94/150, train_(loss, auc, f1, acc) = 0.261, 0.847, 0.796, 0.89, test_(loss, auc, f1, acc) = 0.537, 0.723, 0.640, 0.76
Evaluation at Epoch 95/150, train_(loss, auc, f1, acc) = 0.261, 0.858, 0.801, 0.89, test_(loss, auc, f1, acc) = 0.526, 0.729, 0.653, 0.76
Evaluation at Epoch 96/150, train_(loss, auc, f1, acc) = 0.260, 0.851, 0.800, 0.89, test_(loss, auc, f1, acc) = 0.534, 0.724, 0.642, 0.76
Evaluation at Epoch 97/150, train_(loss, auc, f1, acc) = 0.260, 0.858, 0.802, 0.89, test_(loss, auc, f1, acc) = 0.527, 0.730, 0.654, 0.76
Evaluation at Epoch 98/150, train_(loss, auc, f1, acc) = 0.260, 0.859, 0.807, 0.89, test_(loss, auc, f1, acc) = 0.531, 0.725, 0.645, 0.76
Evaluation at Epoch 99/150, train_(loss, auc, f1, acc) = 0.260, 0.858, 0.804, 0.89, test_(loss, auc, f1, acc) = 0.527, 0.728, 0.651, 0.76
Evaluation at Epoch 100/150, train_(loss, auc, f1, acc) = 0.260, 0.858, 0.804, 0.89, test_(loss, auc, f1, acc) = 0.527, 0.728, 0.651, 0.76
Evaluation at Epoch 101/150, train_(loss, auc, f1, acc) = 0.260, 0.859, 0.807, 0.89, test_(loss, auc, f1, acc) = 0.531, 0.725, 0.645, 0.76
Evaluation at Epoch 102/150, train_(loss, auc, f1, acc) = 0.260, 0.859, 0.807, 0.89, test_(loss, auc, f1, acc) = 0.530, 0.725, 0.645, 0.76
Evaluation at Epoch 103/150, train_(loss, auc, f1, acc) = 0.260, 0.859, 0.805, 0.89, test_(loss, auc, f1, acc) = 0.529, 0.728, 0.650, 0.76
Evaluation at Epoch 104/150, train_(loss, auc, f1, acc) = 0.260, 0.858, 0.802, 0.89, test_(loss, auc, f1, acc) = 0.528, 0.729, 0.652, 0.76
Evaluation at Epoch 105/150, train_(loss, auc, f1, acc) = 0.260, 0.851, 0.800, 0.89, test_(loss, auc, f1, acc) = 0.536, 0.723, 0.641, 0.76
Evaluation at Epoch 106/150, train_(loss, auc, f1, acc) = 0.260, 0.859, 0.805, 0.89, test_(loss, auc, f1, acc) = 0.529, 0.729, 0.652, 0.76
Evaluation at Epoch 107/150, train_(loss, auc, f1, acc) = 0.260, 0.849, 0.797, 0.89, test_(loss, auc, f1, acc) = 0.538, 0.723, 0.640, 0.76
Evaluation at Epoch 108/150, train_(loss, auc, f1, acc) = 0.260, 0.848, 0.796, 0.89, test_(loss, auc, f1, acc) = 0.537, 0.723, 0.640, 0.76
Evaluation at Epoch 109/150, train_(loss, auc, f1, acc) = 0.260, 0.853, 0.801, 0.89, test_(loss, auc, f1, acc) = 0.536, 0.723, 0.640, 0.76
Evaluation at Epoch 110/150, train_(loss, auc, f1, acc) = 0.259, 0.856, 0.805, 0.89, test_(loss, auc, f1, acc) = 0.533, 0.724, 0.643, 0.76
Evaluation at Epoch 111/150, train_(loss, auc, f1, acc) = 0.260, 0.848, 0.797, 0.89, test_(loss, auc, f1, acc) = 0.539, 0.720, 0.636, 0.76
Evaluation at Epoch 112/150, train_(loss, auc, f1, acc) = 0.260, 0.849, 0.798, 0.89, test_(loss, auc, f1, acc) = 0.538, 0.723, 0.640, 0.76
Evaluation at Epoch 113/150, train_(loss, auc, f1, acc) = 0.259, 0.854, 0.802, 0.89, test_(loss, auc, f1, acc) = 0.534, 0.724, 0.643, 0.76
Evaluation at Epoch 114/150, train_(loss, auc, f1, acc) = 0.261, 0.845, 0.795, 0.89, test_(loss, auc, f1, acc) = 0.542, 0.719, 0.633, 0.76
Evaluation at Epoch 115/150, train_(loss, auc, f1, acc) = 0.259, 0.859, 0.804, 0.89, test_(loss, auc, f1, acc) = 0.529, 0.728, 0.650, 0.76
Evaluation at Epoch 116/150, train_(loss, auc, f1, acc) = 0.259, 0.858, 0.805, 0.89, test_(loss, auc, f1, acc) = 0.530, 0.728, 0.650, 0.76
Evaluation at Epoch 117/150, train_(loss, auc, f1, acc) = 0.260, 0.860, 0.804, 0.89, test_(loss, auc, f1, acc) = 0.527, 0.729, 0.653, 0.76
Evaluation at Epoch 118/150, train_(loss, auc, f1, acc) = 0.260, 0.849, 0.798, 0.89, test_(loss, auc, f1, acc) = 0.539, 0.720, 0.636, 0.76
Evaluation at Epoch 119/150, train_(loss, auc, f1, acc) = 0.259, 0.859, 0.805, 0.89, test_(loss, auc, f1, acc) = 0.529, 0.729, 0.652, 0.76
Evaluation at Epoch 120/150, train_(loss, auc, f1, acc) = 0.259, 0.859, 0.807, 0.89, test_(loss, auc, f1, acc) = 0.532, 0.726, 0.646, 0.76
Evaluation at Epoch 121/150, train_(loss, auc, f1, acc) = 0.259, 0.850, 0.799, 0.89, test_(loss, auc, f1, acc) = 0.537, 0.722, 0.639, 0.76
Evaluation at Epoch 122/150, train_(loss, auc, f1, acc) = 0.260, 0.848, 0.797, 0.89, test_(loss, auc, f1, acc) = 0.541, 0.720, 0.636, 0.76
Evaluation at Epoch 123/150, train_(loss, auc, f1, acc) = 0.259, 0.858, 0.805, 0.89, test_(loss, auc, f1, acc) = 0.532, 0.729, 0.651, 0.76
Evaluation at Epoch 124/150, train_(loss, auc, f1, acc) = 0.259, 0.859, 0.805, 0.89, test_(loss, auc, f1, acc) = 0.531, 0.727, 0.649, 0.76
Evaluation at Epoch 125/150, train_(loss, auc, f1, acc) = 0.259, 0.855, 0.803, 0.89, test_(loss, auc, f1, acc) = 0.536, 0.725, 0.643, 0.76
Evaluation at Epoch 126/150, train_(loss, auc, f1, acc) = 0.259, 0.854, 0.803, 0.89, test_(loss, auc, f1, acc) = 0.536, 0.724, 0.642, 0.76
Evaluation at Epoch 127/150, train_(loss, auc, f1, acc) = 0.259, 0.860, 0.805, 0.89, test_(loss, auc, f1, acc) = 0.529, 0.730, 0.654, 0.76
Evaluation at Epoch 128/150, train_(loss, auc, f1, acc) = 0.259, 0.856, 0.805, 0.89, test_(loss, auc, f1, acc) = 0.535, 0.725, 0.644, 0.76
Evaluation at Epoch 129/150, train_(loss, auc, f1, acc) = 0.261, 0.866, 0.810, 0.89, test_(loss, auc, f1, acc) = 0.527, 0.739, 0.668, 0.76
Evaluation at Epoch 130/150, train_(loss, auc, f1, acc) = 0.259, 0.859, 0.805, 0.89, test_(loss, auc, f1, acc) = 0.531, 0.727, 0.649, 0.76
Evaluation at Epoch 131/150, train_(loss, auc, f1, acc) = 0.258, 0.859, 0.806, 0.89, test_(loss, auc, f1, acc) = 0.533, 0.727, 0.648, 0.76
Evaluation at Epoch 132/150, train_(loss, auc, f1, acc) = 0.258, 0.859, 0.805, 0.89, test_(loss, auc, f1, acc) = 0.531, 0.726, 0.648, 0.76
Evaluation at Epoch 133/150, train_(loss, auc, f1, acc) = 0.258, 0.860, 0.807, 0.89, test_(loss, auc, f1, acc) = 0.532, 0.729, 0.651, 0.76
Evaluation at Epoch 134/150, train_(loss, auc, f1, acc) = 0.259, 0.861, 0.806, 0.89, test_(loss, auc, f1, acc) = 0.529, 0.730, 0.654, 0.76
Evaluation at Epoch 135/150, train_(loss, auc, f1, acc) = 0.258, 0.856, 0.805, 0.89, test_(loss, auc, f1, acc) = 0.535, 0.724, 0.642, 0.76
Evaluation at Epoch 136/150, train_(loss, auc, f1, acc) = 0.258, 0.859, 0.805, 0.89, test_(loss, auc, f1, acc) = 0.531, 0.726, 0.648, 0.76
Evaluation at Epoch 137/150, train_(loss, auc, f1, acc) = 0.258, 0.859, 0.805, 0.89, test_(loss, auc, f1, acc) = 0.531, 0.729, 0.652, 0.76
Evaluation at Epoch 138/150, train_(loss, auc, f1, acc) = 0.259, 0.848, 0.798, 0.89, test_(loss, auc, f1, acc) = 0.543, 0.720, 0.636, 0.76
Evaluation at Epoch 139/150, train_(loss, auc, f1, acc) = 0.258, 0.854, 0.803, 0.89, test_(loss, auc, f1, acc) = 0.537, 0.723, 0.641, 0.76
Evaluation at Epoch 140/150, train_(loss, auc, f1, acc) = 0.258, 0.859, 0.806, 0.89, test_(loss, auc, f1, acc) = 0.532, 0.727, 0.649, 0.76
Evaluation at Epoch 141/150, train_(loss, auc, f1, acc) = 0.258, 0.854, 0.803, 0.89, test_(loss, auc, f1, acc) = 0.538, 0.725, 0.643, 0.76
Evaluation at Epoch 142/150, train_(loss, auc, f1, acc) = 0.258, 0.858, 0.805, 0.89, test_(loss, auc, f1, acc) = 0.533, 0.729, 0.652, 0.76
Evaluation at Epoch 143/150, train_(loss, auc, f1, acc) = 0.258, 0.860, 0.805, 0.89, test_(loss, auc, f1, acc) = 0.530, 0.728, 0.651, 0.76
Evaluation at Epoch 144/150, train_(loss, auc, f1, acc) = 0.258, 0.859, 0.807, 0.89, test_(loss, auc, f1, acc) = 0.534, 0.730, 0.652, 0.76
Evaluation at Epoch 145/150, train_(loss, auc, f1, acc) = 0.258, 0.854, 0.803, 0.89, test_(loss, auc, f1, acc) = 0.538, 0.725, 0.643, 0.76
Evaluation at Epoch 146/150, train_(loss, auc, f1, acc) = 0.260, 0.844, 0.793, 0.89, test_(loss, auc, f1, acc) = 0.546, 0.716, 0.629, 0.76
Evaluation at Epoch 147/150, train_(loss, auc, f1, acc) = 0.258, 0.860, 0.806, 0.89, test_(loss, auc, f1, acc) = 0.532, 0.729, 0.652, 0.76
Evaluation at Epoch 148/150, train_(loss, auc, f1, acc) = 0.258, 0.854, 0.804, 0.89, test_(loss, auc, f1, acc) = 0.538, 0.725, 0.643, 0.76
Evaluation at Epoch 149/150, train_(loss, auc, f1, acc) = 0.257, 0.857, 0.804, 0.89, test_(loss, auc, f1, acc) = 0.536, 0.726, 0.646, 0.76
********** Re-initialize student model**********
Evaluation at Epoch 0/150, train_(loss, auc, f1, acc) = 1.561, 0.673, 0.544, 0.68, test_(loss, auc, f1, acc) = 1.567, 0.685, 0.619, 0.68
Evaluation at Epoch 1/150, train_(loss, auc, f1, acc) = 1.253, 0.657, 0.517, 0.70, test_(loss, auc, f1, acc) = 1.385, 0.648, 0.557, 0.67
Evaluation at Epoch 2/150, train_(loss, auc, f1, acc) = 1.121, 0.663, 0.523, 0.72, test_(loss, auc, f1, acc) = 1.299, 0.650, 0.556, 0.68
Evaluation at Epoch 3/150, train_(loss, auc, f1, acc) = 1.032, 0.668, 0.528, 0.73, test_(loss, auc, f1, acc) = 1.237, 0.660, 0.565, 0.69
Evaluation at Epoch 4/150, train_(loss, auc, f1, acc) = 0.968, 0.688, 0.557, 0.74, test_(loss, auc, f1, acc) = 1.170, 0.668, 0.578, 0.69
Evaluation at Epoch 5/150, train_(loss, auc, f1, acc) = 0.914, 0.683, 0.547, 0.76, test_(loss, auc, f1, acc) = 1.147, 0.659, 0.554, 0.70
Evaluation at Epoch 6/150, train_(loss, auc, f1, acc) = 0.859, 0.696, 0.568, 0.76, test_(loss, auc, f1, acc) = 1.085, 0.668, 0.573, 0.70
Evaluation at Epoch 7/150, train_(loss, auc, f1, acc) = 0.813, 0.715, 0.595, 0.77, test_(loss, auc, f1, acc) = 1.036, 0.678, 0.590, 0.70
Evaluation at Epoch 8/150, train_(loss, auc, f1, acc) = 0.774, 0.723, 0.607, 0.77, test_(loss, auc, f1, acc) = 1.000, 0.686, 0.602, 0.71
Evaluation at Epoch 9/150, train_(loss, auc, f1, acc) = 0.744, 0.737, 0.624, 0.77, test_(loss, auc, f1, acc) = 0.971, 0.692, 0.615, 0.71
Evaluation at Epoch 10/150, train_(loss, auc, f1, acc) = 0.707, 0.714, 0.595, 0.78, test_(loss, auc, f1, acc) = 0.954, 0.683, 0.589, 0.72
Evaluation at Epoch 11/150, train_(loss, auc, f1, acc) = 0.672, 0.743, 0.634, 0.78, test_(loss, auc, f1, acc) = 0.905, 0.704, 0.626, 0.72
Evaluation at Epoch 12/150, train_(loss, auc, f1, acc) = 0.641, 0.739, 0.631, 0.79, test_(loss, auc, f1, acc) = 0.888, 0.705, 0.624, 0.73
Evaluation at Epoch 13/150, train_(loss, auc, f1, acc) = 0.616, 0.743, 0.637, 0.79, test_(loss, auc, f1, acc) = 0.868, 0.706, 0.624, 0.73
Evaluation at Epoch 14/150, train_(loss, auc, f1, acc) = 0.591, 0.750, 0.646, 0.80, test_(loss, auc, f1, acc) = 0.847, 0.707, 0.627, 0.73
